url,domain,path_pattern,type,table.column
http://02576.merrow.com/Merrow-15Ca1-Crochet-Machine/M/B001AVM7CW.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-17F-Crochet-Machine/M/B001AVR0RO.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-18A-Crochet-Machine/M/B001AVM7CC.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-18E-Crochet-Machine/M/B001AVPDNW.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-18G-Crochet-Machine/M/B001AVNB2M.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-18S-Crochet-Machine/M/B001AVM7D6.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-22Fj-Crochet-Shell-Machine/M/B001AVNB0O.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-27Fj-Crochet-Shell-Machine/M/B001AVR0PG.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-35Fj-Crochet-Shell-Machine/M/B001AVR0P6.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-60Class-Sewing-Machine/M/B001AVPDPA.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-701D7-High-Speed-Industrial-Sewing-Machine/M/B001AVR0QA.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70D3B2Cgp-Nickel-Plate-High-Speed-Industrial-Sewing-Machine/M/B001AVPDP0.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70D3B2CNP-Nickel-Plated-Industrial-Sewing-Machine/M/B001BK3EPG.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70D3B2CNPgsrail-Nickel-Plate-High-Speed-Industrial-Sewing-Machine/M/B001AVR0S8.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70D3B2CNPhp-Nickel-Plate-High-Speed-Industrial-Sewing-Machine/M/B001AVM7BI.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70D3B2Gap-High-Speed-Industrial-Sewing-Machine/M/B001AVM7CM.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70D3B2Gsrail-High-Speed-Industrial-Sewing-Machine/M/B001AVNB2C.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70D3B2Hgsrail-High-Speed-Industrial-Sewing-Machine/M/B001AVR0Q0.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70D3B2HighP-High-Speed-Industrial-Sewing-Machine/M/B001AVM7BS.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70D3B2Nral-Nickel-Plate-High-Speed-Industrial-Sewing-Machine/M/B001AVM7C2.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70D3B2Rl-High-Speed-Industrial-Sewing-Machine/M/B001AVNB1I.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70D3B3-High-Speed-Industrial-Sewing-Machine/M/B001AVR0QK.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70Y3B2-High-Speed-Industrial-Sewing-Machine/M/B001AVNB18.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70Y3B2CNP-Nickel-Plate-High-Speed-Industrial-Sewing-Machine/M/B001AVR0R4.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-70Y3B2G-High-Speed-Industrial-Sewing-Machine/M/B001AVK6QG.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-72D3B-High-Speed-Industrial-Sewing-Machine/M/B001AVNB0Y.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-72D3BCNP-Nickel-Plate-High-Speed-Industrial-Sewing-Machine/M/B001AVK6Q6.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-72D3BGsam-High-Speed-Industrial-Sewing-Machine/M/B001AVPDOQ.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-72D3BGsrail-High-Speed-Industrial-Sewing-Machine/M/B001AVNB22.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-72D3BR-High-Speed-Industrial-Sewing-Machine/M/B001AVPDO6.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-72D3BrRl-High-Speed-Industrial-Sewing-Machine/M/B001AVR0RE.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-AClass-Overlock-Sewing-Machine/M/B001AVNB2W.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-M2Dnr1-High-Speed-Industrial-Sewing-Machine/M/B001AVNB3G.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-M3U-High-Speed-Industrial-Sewing-Machine/M/B001AVNB40.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-MG2Dnr1-High-Speed-Industrial-Sewing-Machine/M/B001AVK6QQ.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-MG3Dge7-High-Speed-Industrial-Sewing-Machine/M/B001AVNB1S.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-MG3Dnr1-High-Speed-Industrial-Sewing-Machine/M/B001AVK6PW.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-MG3Dw2-High-Speed-Industrial-Sewing-Machine/M/B001AVR0SI.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-MG3Dw7-High-Speed-Industrial-Sewing-Machine/M/B001AVPDOG.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-MG3Dwr7-High-Speed-Industrial-Sewing-Machine/M/B001AVM7DG.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-MG3Q3-High-Speed-Industrial-Shell-Stitch-Sewing-Machine/M/B001AVR0PQ.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://02576.merrow.com/Merrow-MG3U-High-Speed-Industrial-Sewing-Machine/M/B001AVK6R0.htm,02576.merrow.com,Merrow-*/M/*.htm,PAGE_LINK,
http://brightec.com/,brightec.com,/,EXTERNAL,
http://http://merrow.com/parts.php?merrow_part_code=MG-2DNR-1&cp=96971032&audience=public,http:,merrow.com/parts.php,EXTERNAL,
http://images.imerrow.com/images/15-17-18-small.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/backviewsmall.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/bs-cutter.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/bs-looperbender.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/bs-lowerloops.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/bs-needle.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/bs-upperloopers.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/camssm.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/cleanfiltersm.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/feedmechsm.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/feedmechsm2.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/fj-small.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/framecapsm.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/frontviewsm.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/frontviewsmall.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/looperbender.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/lowerlooper.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/needle.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/needlecarriersm.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/needleplate.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/oilingparts2.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/onethread-sm.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/presserfoot.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/rearviewsm.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/twothread-sm.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://images.imerrow.com/images/upperloopers.gif,images.imerrow.com,images/*,IMAGE_ASSET,
http://imerrow.com/nebula/images/machines/cnp.png,imerrow.com,nebula/images/machines/*.png,IMAGE_ASSET,
http://imerrow.com/nebula/images/machines/extractor.png,imerrow.com,nebula/images/machines/*.png,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/22fj-91.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/4-9132.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/70-d3b-2.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/cnp.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/cutter.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/cutters.gif,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/dress_store.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/feed.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/feeddogs.gif,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/ffeed.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/finger.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/llcarrier.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/looperhead.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/loopers.gif,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/mg-4d-45-133X91.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/nc.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/nettingassy.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/np.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/rail_store.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/screw.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/table_store.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/thread.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/images/store/new_jpgs/titaniumnc.jpg,imerrow.com,nebula/images/store/new_jpgs/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/000D.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/000DT.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/00D.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/00DE.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/0D.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/0DE.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/0DT.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/1-114.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/1-114NUT.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/1-118.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/1-118N.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/1-2AMP6.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/1-3116.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/1-3116N.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/1-3132.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/1-420LOCKNUT.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/1-420LOCKNUTSS.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/1-420NUT.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
http://imerrow.com/nebula/inventory/large_inventory/1-5116.jpg,imerrow.com,nebula/inventory/large_inventory/*.jpg,IMAGE_ASSET,
